Filename,Title,9,441,Transfer notes,Subdir,Sort,IMDbID,Year,Directors,Actors,Runtime,Priority,Notes,Poster,Genre,Plot,Tagline,Trailer
TillTheCloudsRollBy.m4v,Till The Clouds Roll By,-,-,,,,https://www.imdb.com/title/tt0039035/?ref_=fn_al_tt_1,1947,Richard Whorf; Vincente Minnelli; George Sidney,Robert Walker; Van Heflin; Lucille Bremer; June Allyson,132,,,https://m.media-amazon.com/images/M/MV5BNTBkNTZiOWYtMGFhOS00ZTc1LTkwZjItYjU5MmQ3N2NiNGU4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,Biography; Musical,"Biography of songwriter and Broadway pioneer, Jerome Kern (Robert Walker). Unable to find immediate success in the U.S., Kern sought recognition abroad. He journeyed to England where his dreams of success became real and where he met his future wife Eva Leale (Dorothy Patrick).",,
TheMedicineMan.m4v,The Medicine Man,-,-,,,,https://www.imdb.com/title/tt0021134/?ref_=fn_al_tt_1,1930,Scott Pembroke,Jack Benny; Betty Bronson; E. Alyn Warren,66,,,https://m.media-amazon.com/images/M/MV5BMTU3NjMyMzgxMl5BMl5BanBnXkFtZTcwOTMyNTgyMQ@@._V1_.jpg,Comedy; Romance,"Mamie and Buddy, the son and daughter of a cruel, abusive shopkeeper, are excited when Dr. Harvey's medicine show comes to town. But when they slip away at night to watch the show, their father finds out and punishes them severely. When the angry father then decides to force Mamie to marry against her will, she turns to Dr. Harvey for help. Meanwhile, two of the doctor's associates have been playing a confidence game, and have attracted the attention of the local sheriff. —Snow Leopard",,
LifeWithFather.m4v,Life With Father,-,-,,,,https://www.imdb.com/title/tt0039566/?ref_=fn_tt_tt_1,1947,Michael Curtiz,William Powell; Irene Dunne; Elizabeth Taylor,118,,,https://m.media-amazon.com/images/M/MV5BNDkxOGQxOWMtMTZjMS00MjhiLTkyN2MtZTZiYzI1NWUzMzViXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,Comedy,"In late-19th-century New York City, a Wall Street broker likes to think his house runs his way, but finds himself constantly bemused at how much of what happens is down to his wife. His children are also stretching their wings, discovering girls, and making money selling patent medicines. When it comes to light that he has never been baptized and everyone urges him to remedy this, it gets to be too much. —Jeremy Perkins {J-26}",,
AStarIsBorn.m4v,A Star Is Born,-,-,,,,https://www.imdb.com/title/tt0029606/?ref_=fn_tt_tt_4,1937,William A. Wellman; Jack Conway; Victor Fleming,Janet Gaynor; Fredric March; Adolphe Menjou; May Robson,111,,,https://m.media-amazon.com/images/M/MV5BMmE5ODI0NzMtYjc5Yy00MzMzLTk5OTQtN2Q3MzgwOTllMTY3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg,Drama; Romance,"A young woman comes to Hollywood with dreams of stardom, and achieves them only with the help of an alcoholic leading man whose best days are behind him.",,
TheRacketeer.m4v,The Racketeer,-,-,,,,https://www.imdb.com/title/tt0020305/?ref_=fn_tt_tt_2,1929,Howard Higgin,Robert Armstrong; Carole Lombard; Roland Drew; Paul Hurst,68,,,https://m.media-amazon.com/images/M/MV5BNTFkMmVkY2ItOTkxZi00Mjg2LWI1ZWUtZjNmYTg1MWUzNjlkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg,Crime; Drama; Thriller,A dapper gangster sponsors an alcoholic violinist in order to win the love of a glamorous divorced socialite.,,
TheJungleBook.m4v,The Jungle Book,-,-,,,,https://www.imdb.com/title/tt0034928/?ref_=fn_tt_tt_5,1942,Zoltan Korda,Sabu; Joseph Calleia; John Qualen; Frank Puglia,108,,,https://m.media-amazon.com/images/M/MV5BZDhhNGU3ZmYtNjlkMy00Njc1LTgyZWUtYTlmOWVjODE0NGU0L2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,Action; Adventure; Family,A boy raised by wild animals tries to adapt to human village life.,,
GulliversTravels.m4v,Gulliver's Travels,-,-,,,,https://www.imdb.com/title/tt0031397/?ref_=fn_tt_tt_3,1939,Dave Fleischer; Willard Bowsky; Orestes Calpini; Roland Crandall; William Henning; Winfield Hoskins; Thomas Johnson; Frank Kelling; Seymour Kneitel; Robert G. Leffingwell; Grim Natwick; Tom Palmer,Jessica Dragonette; Lanny Ross; Pinto Colvig; Cal Howard,76,,,https://m.media-amazon.com/images/M/MV5BNWIyOTBjMWQtNWQ2Zi00MTcxLTk1NjYtODFlNjc5NDAzMDVmXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_.jpg,Animation; Adventure; Comedy; Family; Fantasy; Musical; Romance,A doctor washes ashore on an island inhabited by little people.,,
TheThreeStoogesFestival.m4v,Three Stooges Festival,-,-,,,,,,,,,,,,,,,
TheGeneral.m4v,The General,-,-,,,,https://www.imdb.com/title/tt0017925/?ref_=fn_tt_tt_1,1927,Clyde Bruckman; Buster Keaton,Buster Keaton; Marion Mack; Glen Cavender,67,,,https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Action; Adventure; Comedy,"Johnnie loves his train (""The General"") and Annabelle Lee. When the Civil War begins he is turned down for service because he's more valuable as an engineer. Annabelle thinks it's because he's a coward. Union spies capture The General with Annabelle on board. Johnnie must rescue both his loves. —Ed Stephan <stephan@cc.wwu.edu>",,
TheKid.m4v,The Kid,-,-,,,,https://www.imdb.com/title/tt0012349/?ref_=fn_al_tt_2,1921,Charles Chaplin,Charles Chaplin; Edna Purviance; Jackie Coogan,68,,,https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,Comedy; Drama; Family,"The opening title reads: ""A comedy with a smile--and perhaps a tear"". As she leaves the charity hospital and passes a church wedding, Edna deposits her new baby with a pleading note in a limousine and goes off to commit suicide. The limo is stolen by thieves who dump the baby by a garbage can. Charlie the Tramp finds the baby and makes a home for him. Five years later Edna has become an opera star but does charity work for slum youngsters in hope of finding her boy. A doctor called by Edna discovers the note with the truth about the Kid and reports it to the authorities who come to take him away from Charlie. Before he arrives at the Orphan Asylum Charlie steals him back and takes him to a flophouse. The proprietor reads of a reward for the Kid and takes him to Edna. Charlie is later awakened by a kind policeman who reunites him with the Kid at Edna's mansion. —Ed Stephan <stephan@cc.wwu.edu>",,
LongJohnSilver.m4v,Long John SIlver,-,-,,,,https://www.imdb.com/title/tt0047189/?ref_=fn_al_tt_1,1954,Byron Haskin,Robert Newton; Connie Gilchrist; Lloyd Berrell; Grant Taylor,106,,,https://m.media-amazon.com/images/M/MV5BMTQ0NTEzNDQ2MF5BMl5BanBnXkFtZTcwNDE1MjMzMQ@@._V1_.jpg,Action; Adventure; Drama,"In this sequel to Treasure Island, Long John hopes to rescue his friend Jim from a rival pirate and return for more treasure.",,
TheScarletLetter.m4v,The Scarlet Letter,-,-,,,,https://www.imdb.com/title/tt0025747/?ref_=fn_tt_tt_7,1934,Robert G. Vignola,Colleen Moore; Hardie Albright; Henry B. Walthall,69,,,https://m.media-amazon.com/images/M/MV5BN2NkNWJkNTYtYzZjYi00NTEyLTg1MWItZGI1ODY3NTU1ODhiXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_.jpg,Drama; History; Romance,At the end of the 17th century a impetuous woman of noble birth but poor arrives in Boston when it was just a village rather than a city. As she is married to an old doctor she tries to change her life. —Volker Boehm,,
TheInspectorGeneral.m4v,The Inspector General,-,-,,,,https://www.imdb.com/title/tt0041509/?ref_=fn_al_tt_1,1949,Henry Koster,Danny Kaye; Walter Slezak; Barbara Bates,102,,,https://m.media-amazon.com/images/M/MV5BNTg0MjdhZDktMGQzNy00MTg0LWFiZTAtMjNkNTFlZTQ0NGM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg,Comedy; Musical; Romance,"An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him. —Daniel Bubbeo <dbubbeo@cmp.com>",,
ThePaleface.m4v,The Paleface,-,-,,,,https://www.imdb.com/title/tt0012543/?ref_=fn_al_tt_2,1922,Edward F. Cline; Buster Keaton,Buster Keaton; Virginia Fox; Joe Roberts,20,,,https://m.media-amazon.com/images/M/MV5BNjJkYjc4MzUtZDdhOC00N2U4LWFmOGEtN2ViYzMzZWVhNTYxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg,Short; Comedy; Western,Buster helps a Native American tribe save their land from greedy oil barons.,,
ThatGangOfMine.m4v,That Gang of Mine,-,-,,,,https://www.imdb.com/title/tt0033144/?ref_=fn_al_tt_1,1940,Joseph H. Lewis,Bobby Jordan; Leo Gorcey; Clarence Muse; Dave O'Brien,62,,,https://m.media-amazon.com/images/M/MV5BNjY0OGY5M2ItYjk0NC00ZWNkLWJkOTItNWJmN2RjYmMyYjA0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,Comedy; Drama; Sport,"Gang member, Muggs, aspires to be a jockey and tries to cheat his way to the top.",,
SonOfMonteCristo.m4v,Son of Monte Cristo,-,-,,,,https://www.imdb.com/title/tt0033076/?ref_=fn_al_tt_1,1941,Rowland V. Lee,Louis Hayward; Joan Bennett; George Sanders,102,,,https://m.media-amazon.com/images/M/MV5BYmJmMWYyY2ItZmVkMC00ZTk2LWIxYzQtNGYxZGNkMTRiNzY2XkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_.jpg,Adventure; Drama; Romance,"In 1865, General Gurko Lanen is dictator of ""Lichtenburg"" in the Balkans. Rightful ruler Zona hopes to get aid from Napoleon III of France. The visiting Count of Monte Cristo falls for Zona and undertakes to help her, masquerading as a foppish banker and a masked freedom fighter. The rest is rapid-fire intrigue and derring-do. —Rod Crawford <puffinus@u.washington.edu>",,
CaptainKidd.m4v,Captain Kidd,-,-,,,,https://www.imdb.com/title/tt0037576/?ref_=fn_al_tt_1,1945,Rowland V. Lee,Charles Laughton; Randolph Scott; Barbara Britton,90,,,https://m.media-amazon.com/images/M/MV5BMGM5YzUwZmItMDYwOC00ZTY0LTk5ZTMtNzRiNzVlNGFkYTg4L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg,Adventure; Biography; Drama,"In this unhistorical account, Capt. William Kidd is already a clever, ruthless pirate when, in 1699, he tricks the king into commissioning him as escort for a treasure ship from India. He enlists a crew of pardoned cutthroats - and Orange Povey, whom Kidd once abandoned on a reef and hoped never to see again. Of course, Kidd's intentions are treacherous. But there's more to gunner Adam Mercy than meets the eye. —Rod Crawford <puffinus@u.washington.edu>",,
TheTimeOfYourLife.m4v,The Time of Your Life,-,-,,,,https://www.imdb.com/title/tt0040884/?ref_=fn_al_tt_1,1948,H.C. Potter,James Cagney; William Bendix; Wayne Morris,109,,,https://m.media-amazon.com/images/M/MV5BZWJkNDJmYmQtZTY2Zi00MzEwLThlZjUtNjdkYjFhYWFkNzk5XkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_.jpg,Comedy; Drama,"Joe spends a lot of his time at Nick's Pacific Street Saloon. Tom, who credits Joe with once saving his life, stops by regularly to run errands for Joe. Today, Tom notices a woman named Kitty when she comes into Nick's, and he quickly falls in love with her. Meanwhile, a distraught young man repeatedly calls his girlfriend, begging her to marry him. Nick himself muses on all the various persons who come into his bar, some to ask for work and others just to pass the time. —Snow Leopard",,
AFarewellToArms.m4v,A Farewell to Arms,-,-,,,,https://www.imdb.com/title/tt0022879/?ref_=fn_al_tt_1,1932,Frank Borzage,Gary Cooper; Helen Hayes; Adolphe Menjou; Mary Philips,80,,,https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_.jpg,Drama; Romance; War,An American ambulance driver and an English nurse fall in love in Italy during World War I.,,
TheScarletPimpernel.m4v,The Scarlet Pimpernel,-,-,,,,https://www.imdb.com/title/tt0025748/?ref_=fn_al_tt_2,1935,Harold Young,Leslie Howard; Merle Oberon; Raymond Massey; Nigel Bruce,97,,,https://m.media-amazon.com/images/M/MV5BOWEyY2U5OTctNTM1Yi00NzUxLWIxYmItNmYxOGUzMmIyMWNiXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg,Adventure; Drama,"A noblewoman discovers her husband is The Scarlet Pimpernel, a vigilante who rescues aristocrats from the blade of the guillotine.",,
TheBlackPirate.m4v,The Black Pirate,-,-,,,,https://www.imdb.com/title/tt0016654/?ref_=fn_al_tt_1,1926,Albert Parker,Douglas Fairbanks; Billie Dove; Tempe Pigott,88,,,https://m.media-amazon.com/images/M/MV5BMzU0NDkyMjEzMV5BMl5BanBnXkFtZTgwMTcyMzEyMjE@._V1_.jpg,Adventure; Action,"A nobleman vows to avenge the death of his father at the hands of pirates. To this end he infiltrates the pirate band. Acting in character he is instrumental in the capture of a ship, but things are complicated when he finds that there is a young woman on board whom he wishes to protect from the threat of rape. —David Chappell <David.Chappell@mail.trincoll.edu>",,
LittleLordFauntleroy.m4v,Little Lord Fauntleroy,-,-,,,,https://www.imdb.com/title/tt0027893/?ref_=fn_al_tt_2,1936,John Cromwell,Freddie Bartholomew; Dolores Costello; C. Aubrey Smith; Guy Kibbee,102,,,https://m.media-amazon.com/images/M/MV5BOWIxZWM2ZTEtZmU5OS00N2EyLWEyODctZmE3N2Y4NTVmNzQ1L2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_.jpg,Drama; Family,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,,
TheEagle.m4v,The Eagle,-,-,,,,https://www.imdb.com/title/tt0015772/?ref_=fn_tt_tt_9,1925,Clarence Brown,Rudolph Valentino; Vilma Bánky; Louise Dresser; Albert Conti,73,,,https://m.media-amazon.com/images/M/MV5BNWM3Y2RlNTItNmI5My00NWQzLWEzZDAtYzkzMmIwMjY4MDI1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Action; Adventure; Comedy; Drama; History; Romance,"A wanted Russian lieutenant becomes a masked vigilante seeking vengeance upon the man who stole his family's land, only to fall for his charming daughter.",,
TheGreatDanPatch.m4v,The Great Dan Patch,-,-,,,,https://www.imdb.com/title/tt0041426/?ref_=fn_al_tt_1,1949,Joseph M. Newman,Dennis O'Keefe; Gail Russell; Ruth Warrick,94,,,https://m.media-amazon.com/images/M/MV5BMjIyMDk1MzQ4NF5BMl5BanBnXkFtZTgwNzgwMTk3ODE@._V1_.jpg,Adventure; Biography; Drama,"David Palmer, a young chemist, returns to his father's Indiana farm, to marry a local school teacher, Ruth Treadwell. David meets again his father's horse-trainer, Ben Lathrop, whose daughter, Cissy, has left high school to help her father. Palmer marries and becomes wealthy through an invention, and is able to indulge his socially-ambitious wife. His father dies and Palmer returns to Indiana, where his interest in harness-racing is rekindled, as is his interest in Cissy Lathrop. —Les Adams <longhorn1939@suddenlink.net>",,
MyDearSecretary.m4v,My Dear Secretary,-,-,,,,https://www.imdb.com/title/tt0040626/?ref_=fn_al_tt_1,1948,Charles Martin,Laraine Day; Kirk Douglas; Keenan Wynn,94,,,https://m.media-amazon.com/images/M/MV5BZTQ1YTEyODUtMGM3NS00OWY5LTlhOTgtNGI3Mzg2NmQ4MmM2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,Comedy; Romance,"Owen Waterbury, bestselling novelist, recruits aspiring writer Stephanie 'Steve' Gaylord as his latest of many secretaries. The stars in her eyes fade when she finds she is to work in his apartment, with a constant parade of eccentric visitors and slapstick provided by klutzy roommate Ronnie. Moreover, Waterbury's idea of work looks a lot like play, his interest less in books than in blondes. She leaves; to get her back, he swallows his playboy principles and marries her. Can the leopard change his spots? Can Stephanie turn the tables? —Rod Crawford <puffinus@u.washington.edu>",,
OurTown.m4v,Our Town,-,-,,,,https://www.imdb.com/title/tt0032881/?ref_=fn_al_tt_1,1940,Sam Wood,William Holden; Martha Scott; Fay Bainter,90,,,https://m.media-amazon.com/images/M/MV5BMTgxMWIwN2QtY2FkMi00YmM1LTg4NGEtMTQ4YTQwOTA2NWNkXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg,Drama; Romance,"Change comes slowly to a small New Hampshire town in the early 20th century. People grow up, get married, live, and die. Milk and the newspaper get delivered every morning, and nobody locks their front doors. —John Oswalt <jao@jao.com>",,
TheLittlePrincess.m4v,The Little Princess,-,-,,,,https://www.imdb.com/title/tt0031580/?ref_=fn_al_tt_1,1939,Walter Lang; William A. Seiter,Shirley Temple; Richard Greene; Anita Louise,93,,,https://m.media-amazon.com/images/M/MV5BZjEyYTgyZDItYWUzMy00OTVkLWE4YzQtMzliZGRiMjYxZDkzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Comedy; Drama; Family,"When her father, Captain Crewe, goes off to fight in the Boer War, young Sara Crewe is placed into the care of Amanda Minchin, the head of an exclusive private school for girls. Sara lives a wonderful life of a privileged child and is quite happy in her surroundings. When her father is listed as missing in action however, her life goes from one of plenty to that of a poor house maid. Mrs. Minchin agrees to keep her on at the school, but in the absence of her tuition payments, she has to work for her keep. She is soon cleaning out the fireplace and scrubbing floors and is dubbed the little princess by her former schoolmates. She also refuses to accept that her father is dead and prowls the hospitals in the hope of locating him. Luck - and Royal intervention - assist her in her quest. —garykmcd",,
RoyalWedding.m4v,Royal Wedding,-,-,,,,https://www.imdb.com/title/tt0043983/?ref_=fn_al_tt_1,1951,Stanley Donen,Fred Astaire; Jane Powell; Peter Lawford; Sarah Churchill,93,,,https://m.media-amazon.com/images/M/MV5BY2FlZmMyMjktOTAzYy00ZmYzLWJhNjMtMjljOWY1ZjVhZjM3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg,Comedy; Musical; Romance,A brother and sister dance act encounter challenges and romance when booked in London during the Royal Wedding.,,
AtWarWithTheArmy.m4v,At War With the Army,-,-,,,,https://www.imdb.com/title/tt0042209/?ref_=fn_al_tt_1,1951,Hal Walker,Dean Martin; Jerry Lewis; Mike Kellin,93,,,https://m.media-amazon.com/images/M/MV5BNGRiNTg2MDgtMmM1Ni00MzNjLTliYjItNWM4ZmNiYzdmYTk1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,Comedy; Musical; War,"Alvin Corwin is low man on the totem pole, and goes from one mishap to another at an army training camp in World War II.",,
MyFavoriteBrunette.m4v,My Favorite Brunette,-,-,,,,https://www.imdb.com/title/tt0039645/?ref_=fn_al_tt_1,1947,Elliott Nugent,Bob Hope; Dorothy Lamour; Peter Lorre,87,,,https://m.media-amazon.com/images/M/MV5BZWViOWUxY2EtOTVmMC00NWYwLTk2ZWQtYmM5YjE5YmQzZDBmL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Comedy; Crime; Mystery,"Baby photographer Ronnie Jackson, on death row in San Quentin, tells reporters how he got there: taking care of his private-eye neighbor's office, Ronnie is asked by the irresistible Baroness Montay to find the missing Baron. There follow confusing but sinister doings in a gloomy mansion and a private sanatorium, with every plot twist a parody of thriller cliches. What are the villains really after? Can Ronnie beat a framed murder rap? —Rod Crawford <puffinus@u.washington.edu>",,
ThePiedPiperOfHamelin.m4v,The Pied Piper of Hamelin,-,-,,,,https://www.imdb.com/title/tt0050842/?ref_=fn_al_tt_3,1957,Bretaigne Windust,Van Johnson; Claude Rains; Lori Nelson; Jim Backus,89,,,https://m.media-amazon.com/images/M/MV5BMzM4NTg2ZjctNTczOS00N2UwLThlMzMtMTI1ODA4NTQ2ZTY5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,Musical; Family; Fantasy,"Overwhelmed by rats, a medieval town hires a magical piper who can rid the town of the pest in exchange for gold but the crooked mayor has no intention of honoring the deal.",,
TheBigTrees.m4v,The Big Trees,-,-,,,,https://www.imdb.com/title/tt0044420/?ref_=fn_al_tt_1,1952,Felix E. Feist,Kirk Douglas; Eve Miller; Patrice Wymore; Edgar Buchanan,89,,,https://m.media-amazon.com/images/M/MV5BNzQ4NWNjNzMtMjhkNi00MzAyLWJkMGItMGYxYzJmOGRmOGY0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,Action; Romance; Western,A Quaker colony tries to save the giant sequoias from a timber baron.,,
BeyondTomorrow.m4v,Beyond Tomorrow,-,-,,,,https://www.imdb.com/title/tt0032247/?ref_=fn_al_tt_1,1940,A. Edward Sutherland,Harry Carey; C. Aubrey Smith; Charles Winninger,84,,,https://m.media-amazon.com/images/M/MV5BYWI2MmFmZDItOWZlYi00OWViLTg1ODYtNzBjNjY2ZWMyNTE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,Drama; Fantasy; Romance,"Melton, Chadwick and O'Brien, rich but lonely heads of an engineering firm, invite three strangers to dinner on Christmas Eve. Only two show up, James and Jean, they fall in love and become friends with their three benefactors, until the latter are killed in a plane crash and come back to their old home as ghosts. In the coming months, true love encounters some rough spots. Can ghostly O'Brien help the young folks? —Rod Crawford <puffinus@u.washington.edu>",,
